GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "54029","Hancock, WV",5,CAINC4,38,"..."," Employer contributions for government social insurance","Thousands of dollars",9439,9691,11399,13246,16594,21004,22512,24724,27935,31730,36256,35878,41429,36859,35651,38088,39836,44599,45902,52857,54266,53514,50314,51104,56251,55048,55888,57320,53390,54496,50527,61125,53585,53351,54987,49998,45466,38555,32464,31548,31204,31670,31905,33579,32744,32157,32212,32347,32383,32902
 "54029","Hancock, WV",5,CAINC4,42,"...","Plus: Adjustment for residence 6/","Thousands of dollars",-72925,-73137,-80665,-88880,-89712,-113345,-110271,-122337,-142601,-153040,-174919,-171762,-186437,-146240,-136155,-138254,-155067,-169941,-177110,-202571,-197183,-178018,-157600,-165644,-143830,-151649,-149261,-149777,-133100,-108301,-82709,-107330,-40283,-41198,-28188,7294,44862,86617,113111,107443,103351,124577,150022,130521,155831,166393,181827,176505,179140,170249
 "54029","Hancock, WV",5,CAINC4,45,"...","Equals: Net earnings by place of residence","Thousands of dollars",120567,127344,141373,157098,164628,194105,203809,229373,255378,277144,310551,314097,337268,298129,278002,279915,288661,307712,322817,357962,384816,380085,360274,383828,390135,398308,402947,414589,410711,412807,414503,439613,470007,498988,501389,500541,503629,539627,561816,592287,562114,580829,623444,641936,648616,651986,657198,644915,668729,694586
 "54029","Hancock, WV",5,CAINC4,46,"...","Plus: Dividends, interest, and rent 7/","Thousands of dollars",16636,18050,19171,20171,22077,25716,29629,31912,35449,39544,44853,53591,64438,71795,75712,84356,87596,90353,89532,94627,103515,111940,104690,101877,99532,101665,96968,99864,109510,111300,106471,114601,113568,102409,90792,102103,111458,121043,133341,128876,121062,121247,134636,143105,134355,142359,144643,148756,150318,162446
 "54029","Hancock, WV",5,CAINC4,47,"...","Plus: Personal current transfer receipts","Thousands of dollars",11308,13041,15453,17710,20579,23812,30387,33225,36634,41407,47894,57346,64563,79747,79607,82572,86191,90117,93880,98840,101851,109263,119126,132132,143957,149394,154453,165397,169763,169467,174077,184658,202427,215459,218870,211491,216768,229875,237059,261801,281261,300760,294376,302204,309539,319542,341357,353195,359209,368650
 "54029","Hancock, WV",5,CAINC4,50,"...","Wages and salaries","Thousands of dollars",177298,183055,203472,224958,235022,285553,290674,326860,367688,400703,452364,450821,488143,411311,377410,380611,402296,432730,441722,492026,508151,492341,450033,454884,448312,460653,481072,495740,468316,457702,438248,482892,420601,441421,438352,413951,383637,371059,368273,398595,373085,368457,374142,401488,394191,396198,389843,385522,398871,428665
 "54029","Hancock, WV",5,CAINC4,60,"...","Supplements to wages and salaries","Thousands of dollars",25893,27226,30876,35998,39052,48532,50788,55056,64027,67760,78721,80991,90639,81654,81504,82859,90514,102340,119614,134012,138480,130607,126329,154043,148695,154164,134628,132094,130769,124234,118278,134972,117434,124001,126103,118728,115010,115259,108214,111098,104758,102683,105772,115569,114993,109417,110248,105456,112389,118830
 "54029","Hancock, WV",5,CAINC4,61,"..."," Employer contributions for employee pension and insurance funds 8/","Thousands of dollars",16454,17535,19477,22752,22458,27528,28276,30332,36092,36030,42465,45113,49210,44795,45853,44771,50678,57741,73712,81155,84214,77093,76015,102939,92444,99116,78740,74774,77379,69738,67751,73847,63849,70650,71116,68730,69544,76704,75750,79550,73554,71013,73867,81990,82249,77260,78036,73109,80006,85928
 "54029","Hancock, WV",5,CAINC4,62,"..."," Employer contributions for government social insurance","Thousands of dollars",9439,9691,11399,13246,16594,21004,22512,24724,27935,31730,36256,35878,41429,36859,35651,38088,39836,44599,45902,52857,54266,53514,50314,51104,56251,55048,55888,57320,53390,54496,50527,61125,53585,53351,54987,49998,45466,38555,32464,31548,31204,31670,31905,33579,32744,32157,32212,32347,32383,32902
 "54029","Hancock, WV",5,CAINC4,70,"...","Proprietors' income 9/","Thousands of dollars",6729,7068,7390,7840,8535,8953,9960,11180,12820,14142,15244,14871,15799,13797,14580,16807,17130,16638,14531,21889,26457,25526,27029,27220,29096,27677,32067,34611,36994,31213,27368,29267,62860,66846,59022,47615,40732,39531,39915,44357,48649,53215,55412,59356,54819,51276,46424,49599,52995,54668
 "54029","Hancock, WV",5,CAINC4,71,"..."," Farm proprietors' income","Thousands of dollars",10,-11,-22,-21,16,-4,-40,-102,-88,-105,-137,-201,-209,-226,-212,-156,-135,2,-188,-250,194,254,-235,13,-43,-102,-160,-499,-275,-283,-314,-188,-87,-138,-106,-62,-200,-348,-560,-370,-270,-256,-12,199,147,-75,-58,-97,7,-15
 "54029","Hancock, WV",5,CAINC4,72,"..."," Nonfarm proprietors' income","Thousands of dollars",6719,7079,7412,7861,8519,8957,10000,11282,12908,14247,15381,15072,16008,14023,14792,16963,17265,16636,14719,22139,26263,25272,27264,27207,29139,27779,32227,35110,37269,31496,27682,29455,62947,66984,59128,47677,40932,39879,40475,44727,48919,53471,55424,59157,54672,51351,46482,49696,52988,54683
 "54029","Hancock, WV",5,CAINC4,7010,"...","Total employment","Number of jobs",24141,23547,24704,24703,25191,25631,24385,24778,25004,25295,25662,23752,23444,19745,18403,19078,19294,19681,20404,20394,20012,19981,19489,18941,18447,18308,18714,18842,18890,18697,17803,17971,16662,16882,16549,15997,15701,14975,14812,14920,14335,14239,13772,13923,13566,13276,12927,12560,12282,12353
 "54029","Hancock, WV",5,CAINC4,7020,"..."," Wage and salary employment","Number of jobs",22685,22022,23174,23195,23631,24056,22797,23209,23378,23619,23992,22009,21740,18126,16729,17345,17456,17755,18377,18272,17946,17946,17346,16840,16458,16361,16543,16652,16704,16448,15750,15858,14363,14615,14273,13662,13362,12605,12288,12416,11823,11754,11334,11616,11183,10881,10651,10343,10078,10099
 "54029","Hancock, WV",5,CAINC4,7040,"..."," Proprietors employment","Number of jobs",1456,1525,1530,1508,1560,1575,1588,1569,1626,1676,1670,1743,1704,1619,1674,1733,1838,1926,2027,2122,2066,2035,2143,2101,1989,1947,2171,2190,2186,2249,2053,2113,2299,2267,2276,2335,2339,2370,2524,2504,2512,2485,2438,2307,2383,2395,2276,2217,2204,2254
 "54031","Hardy, WV",5,CAINC4,10,"...","Personal income (thousands of dollars)","Thousands of dollars",19105,21254,22955,26483,32260,32637,36659,39639,45175,52520,58970,64998,68897,71128,77326,92510,101544,113712,114601,123656,136656,146218,153167,166778,189571,198662,200450,204505,214713,226495,244681,260386,271377,267447,280063,295576,305520,305106,311627,324537,334440,358741,380612,386897,403802,413445,421199,435082,467799,470416
 "54031","Hardy, WV",5,CAINC4,11,"..."," Nonfarm personal income 1/","Thousands of dollars",16587,18689,20725,23772,27685,29115,32610,38230,44659,51741,58548,66284,70825,73846,80378,88953,97872,108084,114242,122188,129881,141863,145730,160382,179612,187015,191710,198653,206983,217173,231873,247920,258121,268353,273974,284512,294238,303853,314137,328212,337798,355245,379211,397768,400255,412991,430716,441332,459062,477349
 "54031","Hardy, WV",5,CAINC4,12,"..."," Farm income 2/","Thousands of dollars",2518,2565,2230,2711,4575,3522,4049,1409,516,779,422,-1286,-1928,-2718,-3052,3557,3672,5628,359,1468,6775,4355,7437,6396,9959,11647,8740,5852,7730,9322,12808,12466,13256,-906,6089,11064,11282,1253,-2510,-3675,-3358,3496,1401,-10871,3547,454,-9517,-6250,8737,-6933
 "54031","Hardy, WV",5,CAINC4,20,"...","Population (persons) 3/","Number of persons",9028,8873,8998,8839,9067,9357,9650,9718,9807,9954,9886,10024,9995,10171,10344,10410,10385,10418,10579,10667,10781,11029,11197,11313,11539,11666,11872,12071,12112,12314,12541,12677,12805,12877,13140,13325,13529,13611,13807,13793,13885,14042,13959,13847,13966,13954,13831,13813,13838,13775
 "54031","Hardy, WV",5,CAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",2116,2395,2551,2996,3558,3488,3799,4079,4606,5276,5965,6484,6893,6993,7475,8887,9778,10915,10833,11592,12676,13258,13679,14742,16429,17029,16884,16942,17727,18393,19510,20540,21193,20769,21314,22182,22583,22416,22570,23529,24086,25548,27266,27941,28913,29629,30453,31498,33805,34150
 "54031","Hardy, WV",5,CAINC4,35,"...","Earnings by place of work","Thousands of dollars",13691,14614,14774,16852,21476,20743,22782,24660,28762,34330,37663,38503,38002,36250,39847,52057,58246,68988,67650,76116,85752,90982,94926,106143,135431,145484,145849,145167,154442,166084,186490,198975,204008,208912,226383,246957,251760,249143,245035,232011,227491,242781,246270,240342,253546,255149,256992,268956,299038,289493
 "54031","Hardy, WV",5,CAINC4,36,"...","Less: Contributions for government social insurance 5/","Thousands of dollars",806,846,931,1107,1511,1621,1802,2310,2806,3368,3936,4332,4600,4637,5287,6184,7139,8675,9402,10796,11544,12863,13440,15310,19753,20718,21816,22242,23385,25019,27164,30231,31665,33456,35508,37164,37227,36070,33110,30150,30409,31222,29111,29420,32643,34229,36222,38222,39258,39730
 "54031","Hardy, WV",5,CAINC4,37,"..."," Employee and self-employed contributions for government social insurance","Thousands of dollars",391,417,450,530,704,761,834,1014,1184,1409,1655,1828,1975,2035,2217,2499,2943,3568,3928,4361,4815,5190,5421,6110,7568,8228,8641,8726,9136,9554,10590,11110,11483,12489,13207,14183,14624,15231,15693,15292,15209,15792,13110,13311,16588,17336,18232,19331,20820,21358
 "54031","Hardy, WV",5,CAINC4,38,"..."," Employer contributions for government social insurance","Thousands of dollars",415,429,481,577,807,860,968,1296,1622,1959,2281,2504,2625,2602,3070,3685,4196,5107,5474,6435,6729,7673,8019,9200,12185,12490,13175,13516,14249,15465,16574,19121,20182,20967,22301,22981,22603,20839,17417,14858,15200,15430,16001,16109,16055,16893,17990,18891,18438,18372
 "54031","Hardy, WV",5,CAINC4,42,"...","Plus: Adjustment for residence 6/","Thousands of dollars",1744,2189,3105,3864,4039,3666,3904,4349,4930,5662,6677,8163,8831,9610,10404,10860,10980,11774,13195,13109,13537,15453,15314,14782,10445,9061,8196,8764,7862,7402,5208,5931,5497,-3346,-7380,-10969,-11119,-15475,-16865,-10382,-5476,-5048,4931,10406,16114,16420,16419,14679,15225,18931
 "54031","Hardy, WV",5,CAINC4,45,"...","Equals: Net earnings by place of residence","Thousands of dollars",14629,15957,16948,19609,24004,22788,24884,26699,30886,36624,40404,42334,42233,41223,44964,56733,62087,72087,71443,78429,87745,93572,96800,105615,126123,133827,132229,131689,138919,148467,164534,174675,177840,172110,183495,198824,203414,197598,195060,191479,191606,206511,222090,221328,237017,237340,237189,245413,275005,268694
 "54031","Hardy, WV",5,CAINC4,46,"...","Plus: Dividends, interest, and rent 7/","Thousands of dollars",2086,2413,2756,3289,4018,4577,5196,5697,6544,7550,8850,11090,13594,15086,16526,19062,21175,22621,23043,24005,26233,28192,28929,30214,31192,32517,34081,35821,37380,37848,37522,40593,41977,38772,38316,39465,40794,41361,46873,51538,50324,52805,56904,61256,60474,63265,67771,70338,70807,75711
 "54031","Hardy, WV",5,CAINC4,47,"...","Plus: Personal current transfer receipts","Thousands of dollars",2390,2884,3251,3585,4238,5272,6579,7243,7745,8346,9716,11574,13070,14819,15836,16715,18282,19004,20115,21222,22678,24454,27438,30949,32256,32318,34140,36995,38414,40180,42625,45118,51560,56565,58252,57287,61312,66147,69694,81520,92510,99425,101618,104313,106311,112840,116239,119331,121987,126011
 "54031","Hardy, WV",5,CAINC4,50,"...","Wages and salaries","Thousands of dollars",7703,8223,8795,9604,11614,11933,13264,16854,20547,23935,26969,28874,28750,28788,31330,35313,40133,46797,49013,54596,55832,61032,61890,70422,87353,94077,98019,99324,105368,110833,123744,129786,139277,152680,157900,168990,171976,176023,179301,173455,169691,174464,175852,178883,178436,184574,192733,204317,211962,216019
 "54031","Hardy, WV",5,CAINC4,60,"...","Supplements to wages and salaries","Thousands of dollars",906,1001,1140,1340,1656,1772,1957,2513,3203,3787,4479,4958,5275,5393,6436,7630,9010,10934,11515,12977,14095,16511,17289,20104,26329,27570,27495,27919,28881,31558,34362,37167,40329,44944,49595,52007,52946,56785,54961,50715,49097,49451,50562,53780,55284,55071,56015,55555,58373,59413
 "54031","Hardy, WV",5,CAINC4,61,"..."," Employer contributions for employee pension and insurance funds 8/","Thousands of dollars",491,572,659,763,849,912,989,1217,1581,1828,2198,2454,2650,2791,3366,3945,4814,5827,6041,6542,7366,8838,9270,10904,14144,15080,14320,14403,14632,16093,17788,18046,20147,23977,27294,29026,30343,35946,37544,35857,33897,34021,34561,37671,39229,38178,38025,36664,39935,41041
 "54031","Hardy, WV",5,CAINC4,62,"..."," Employer contributions for government social insurance","Thousands of dollars",415,429,481,577,807,860,968,1296,1622,1959,2281,2504,2625,2602,3070,3685,4196,5107,5474,6435,6729,7673,8019,9200,12185,12490,13175,13516,14249,15465,16574,19121,20182,20967,22301,22981,22603,20839,17417,14858,15200,15430,16001,16109,16055,16893,17990,18891,18438,18372
 "54031","Hardy, WV",5,CAINC4,70,"...","Proprietors' income 9/","Thousands of dollars",5082,5390,4839,5908,8206,7038,7561,5293,5012,6608,6215,4671,3977,2069,2081,9114,9103,11257,7122,8543,15825,13439,15747,15617,21749,23837,20335,17924,20193,23693,28384,32022,24402,11288,18888,25960,26838,16335,10773,7841,8703,18866,19856,7679,19826,15504,8244,9084,28703,14061
 "54031","Hardy, WV",5,CAINC4,71,"..."," Farm proprietors' income","Thousands of dollars",2142,2156,1804,2327,4039,3011,3683,861,33,-1,-454,-2218,-2842,-3766,-4222,2213,2139,4008,-1438,-462,4781,2116,5377,4466,7768,9423,6222,3306,4890,6559,10328,10513,11252,-2897,3847,8835,9469,-793,-4907,-6046,-5735,1162,-719,-14337,48,-3279,-12581,-9747,5665,-10016
 "54031","Hardy, WV",5,CAINC4,72,"..."," Nonfarm proprietors' income","Thousands of dollars",2940,3234,3035,3581,4167,4027,3878,4432,4979,6609,6669,6889,6819,5835,6303,6901,6964,7249,8560,9005,11044,11323,10370,11151,13981,14414,14113,14618,15303,17134,18056,21509,13150,14185,15041,17125,17369,17128,15680,13887,14438,17704,20575,22016,19778,18783,20825,18831,23038,24077
 "54031","Hardy, WV",5,CAINC4,7010,"...","Total employment","Number of jobs",3723,3634,3747,3780,3944,3829,3700,3955,4050,4345,4641,4534,4308,4113,4251,4365,4524,4931,4983,5178,5112,5525,5446,5845,6764,7007,7144,7121,7327,7135,7481,7601,7928,8196,8197,8270,8526,8623,8605,8165,7848,7794,8015,7925,7813,7886,7955,8123,8309,8134
 "54031","Hardy, WV",5,CAINC4,7020,"..."," Wage and salary employment","Number of jobs",2036,2027,2135,2227,2384,2292,2404,2805,2972,3292,3565,3402,3209,3001,3075,3169,3306,3668,3688,3848,3774,4159,4060,4420,5370,5556,5692,5614,5768,5801,6152,6272,6483,6804,6843,6867,7039,7125,7018,6625,6297,6220,6322,6226,6138,6171,6237,6397,6539,6339
 "54031","Hardy, WV",5,CAINC4,7040,"..."," Proprietors employment","Number of jobs",1687,1607,1612,1553,1560,1537,1296,1150,1078,1053,1076,1132,1099,1112,1176,1196,1218,1263,1295,1330,1338,1366,1386,1425,1394,1451,1452,1507,1559,1334,1329,1329,1445,1392,1354,1403,1487,1498,1587,1540,1551,1574,1693,1699,1675,1715,1718,1726,1770,1795
 "54033","Harrison, WV",5,CAINC4,10,"...","Personal income (thousands of dollars)","Thousands of dollars",224266,246826,283783,316414,332110,368313,406843,436879,493355,542616,610171,663727,724481,767774,790873,849015,881753,861205,897868,962305,997822,1056821,1126346,1202140,1233894,1289993,1322331,1403149,1497263,1557396,1604540,1670496,1742735,1838535,1879630,1946310,2134270,2319991,2300024,2480784,2450170,2579076,2782521,2826704,2837067,2998209,2979518,2903182,3048350,3257887
 "54033","Harrison, WV",5,CAINC4,11,"..."," Nonfarm personal income 1/","Thousands of dollars",223682,246327,283220,315774,331340,368047,406926,436997,493523,542717,610681,664384,725385,769172,791753,849875,883052,862459,898558,962655,997962,1057678,1128011,1203200,1234676,1290840,1324620,1406024,1499647,1559279,1606273,1670936,1743271,1839695,1881943,1948231,2137043,2324149,2305591,2484908,2454683,2584091,2786701,2831942,2841053,3002505,2984180,2908736,3054006,3264884
 "54033","Harrison, WV",5,CAINC4,12,"..."," Farm income 2/","Thousands of dollars",584,499,563,640,770,266,-83,-118,-168,-101,-510,-657,-904,-1398,-880,-860,-1299,-1254,-690,-350,-140,-857,-1665,-1060,-782,-847,-2289,-2875,-2384,-1883,-1733,-440,-536,-1160,-2313,-1921,-2773,-4158,-5567,-4124,-4513,-5015,-4180,-5238,-3986,-4296,-4662,-5554,-5656,-6997
 "54033","Harrison, WV",5,CAINC4,20,"...","Population (persons) 3/","Number of persons",72686,73227,74509,76019,76079,75694,76090,77300,77734,77497,77464,77724,77709,77432,77136,76094,75224,73777,73427,71692,70419,69216,69345,69740,69948,69961,69902,69922,70174,69647,69056,68520,67817,67778,67707,67900,67989,68141,67940,68441,68696,69262,69306,69105,68918,68680,68539,68351,67923,67554
 "54033","Harrison, WV",5,CAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",3085,3371,3809,4162,4365,4866,5347,5652,6347,7002,7877,8540,9323,9915,10253,11157,11722,11673,12228,13423,14170,15268,16243,17237,17640,18439,18917,20067,21336,22361,23235,24380,25698,27126,27761,28664,31391,34047,33854,36247,35667,37237,40148,40904,41166,43655,43472,42475,44879,48226
 "54033","Harrison, WV",5,CAINC4,35,"...","Earnings by place of work","Thousands of dollars",194868,211031,248025,285151,289231,315849,328310,348671,395812,433492,490816,508772,537863,548661,551033,603633,626969,593646,628550,679293,690519,734936,798210,843373,891492,959831,964751,1045242,1149449,1190215,1273416,1313302,1376441,1454497,1531154,1645425,1812303,1980791,1905412,2054750,2006115,2119042,2293545,2307970,2423298,2593265,2527104,2468739,2617142,2891804
 "54033","Harrison, WV",5,CAINC4,36,"...","Less: Contributions for government social insurance 5/","Thousands of dollars",15288,16316,20490,25248,29056,32073,32072,34934,38605,43347,51465,54150,61167,63904,64568,72632,76358,77091,81351,87092,90944,97178,107585,114692,125515,136964,138732,148923,159785,165167,175295,184071,183592,188892,202778,212731,221928,231271,227298,245742,236558,246046,229530,233274,277585,300773,297830,299562,319433,348123
 "54033","Harrison, WV",5,CAINC4,37,"..."," Employee and self-employed contributions for government social insurance","Thousands of dollars",6674,7170,8672,10338,11987,13534,13970,14782,16174,17900,21441,22796,26090,27535,27568,30130,32860,32536,35020,38910,41290,43982,49005,51034,54387,59225,61002,64164,68893,70298,74918,75553,80162,83624,89933,97070,105892,117240,123084,141986,127855,134677,112263,111396,148279,160606,158118,156341,167473,182842
 "54033","Harrison, WV",5,CAINC4,38,"..."," Employer contributions for government social insurance","Thousands of dollars",8614,9146,11818,14910,17069,18539,18102,20152,22431,25447,30024,31354,35077,36369,37000,42502,43498,44555,46331,48182,49654,53196,58580,63658,71128,77739,77730,84759,90892,94869,100377,108518,103430,105268,112845,115661,116036,114031,104214,103756,108703,111369,117267,121878,129306,140167,139712,143221,151960,165281
 "54033","Harrison, WV",5,CAINC4,42,"...","Plus: Adjustment for residence 6/","Thousands of dollars",-8716,-9577,-15027,-22761,-20363,-22447,-17823,-15760,-16247,-14613,-23624,-23198,-22743,-21487,-22351,-27493,-31049,-34064,-37621,-35405,-34150,-32582,-43063,-52834,-68594,-84274,-79319,-104651,-131477,-138773,-158326,-162886,-169829,-178145,-188757,-227713,-220780,-251207,-249175,-267515,-282374,-278978,-314067,-307926,-367270,-437399,-432370,-454035,-491304,-587090
 "54033","Harrison, WV",5,CAINC4,45,"...","Equals: Net earnings by place of residence","Thousands of dollars",170864,185138,212508,237142,239812,261329,278415,297977,340960,375532,415727,431424,453953,463270,464114,503508,519562,482491,509578,556796,565425,605176,647562,675847,697383,738593,746700,791668,858187,886275,939795,966345,1023020,1087460,1139619,1204981,1369595,1498313,1428939,1541493,1487183,1594018,1749948,1766770,1778443,1855093,1796904,1715142,1806405,1956591
 "54033","Harrison, WV",5,CAINC4,46,"...","Plus: Dividends, interest, and rent 7/","Thousands of dollars",28088,31472,34375,37503,41997,48895,58521,63156,70501,78700,89634,111737,138363,155747,163851,180347,188097,192538,194674,200344,217588,225013,225522,238951,233307,246464,263683,282426,305121,322692,312615,342494,321285,320352,303882,307965,318302,345452,367938,386012,372283,363604,406904,429393,425584,462916,481274,466958,501919,542379
 "54033","Harrison, WV",5,CAINC4,47,"...","Plus: Personal current transfer receipts","Thousands of dollars",25314,30216,36900,41769,50301,58089,69907,75746,81894,88384,104810,120566,132165,148757,162908,165160,174094,186176,193616,205165,214809,226632,253262,287342,303204,304936,311948,329055,333955,348429,352130,361657,398430,430723,436129,433364,446373,476226,503147,553279,590704,621454,625669,630541,633040,680200,701340,721082,740026,758917
 "54033","Harrison, WV",5,CAINC4,50,"...","Wages and salaries","Thousands of dollars",154249,166909,198281,227962,228896,247438,253928,269395,295979,321891,372069,391020,414917,425220,418207,451990,468679,470006,486161,487246,501344,527894,559643,590496,623153,682064,681994,748834,823413,835448,892974,906141,938921,987302,1034031,1103227,1109219,1186718,1237959,1344665,1373014,1411067,1486128,1544591,1638538,1772958,1761223,1759851,1877113,2096680
 "54033","Harrison, WV",5,CAINC4,60,"...","Supplements to wages and salaries","Thousands of dollars",20023,21998,26628,31761,33509,37221,38059,41669,47766,52520,63069,67412,73871,77293,82597,91687,98493,103949,108328,106280,113540,123501,136338,153370,167029,180728,178468,197715,218264,226025,244047,256570,267155,282468,304623,323781,330744,364001,356919,372618,383660,387179,413682,437128,462053,464500,470326,471441,513195,558914
 "54033","Harrison, WV",5,CAINC4,61,"..."," Employer contributions for employee pension and insurance funds 8/","Thousands of dollars",11409,12852,14810,16851,16440,18682,19957,21517,25335,27073,33045,36058,38794,40924,45597,49185,54995,59394,61997,58098,63886,70305,77758,89712,95901,102989,100738,112956,127372,131156,143670,148052,163725,177200,191778,208120,214708,249970,252705,268862,274957,275810,296415,315250,332747,324333,330614,328220,361235,393633
 "54033","Harrison, WV",5,CAINC4,62,"..."," Employer contributions for government social insurance","Thousands of dollars",8614,9146,11818,14910,17069,18539,18102,20152,22431,25447,30024,31354,35077,36369,37000,42502,43498,44555,46331,48182,49654,53196,58580,63658,71128,77739,77730,84759,90892,94869,100377,108518,103430,105268,112845,115661,116036,114031,104214,103756,108703,111369,117267,121878,129306,140167,139712,143221,151960,165281
 "54033","Harrison, WV",5,CAINC4,70,"...","Proprietors' income 9/","Thousands of dollars",20596,22124,23116,25428,26826,31190,36323,37607,52067,59081,55678,50340,49075,46148,50229,59956,59797,19691,34061,85767,75635,83541,102229,99507,101310,97039,104289,98693,107772,128742,136395,150591,170365,184727,192500,218417,372340,430072,310534,337467,249441,320796,393735,326251,322707,355807,295555,237447,226834,236210
 "54033","Harrison, WV",5,CAINC4,71,"..."," Farm proprietors' income","Thousands of dollars",296,209,283,403,454,-22,-309,-425,-453,-516,-948,-1096,-1320,-1837,-1263,-1186,-1583,-1480,-876,-559,-371,-1126,-1922,-1311,-1043,-1094,-2553,-3139,-2650,-2173,-2031,-720,-872,-1554,-2779,-2405,-3183,-4639,-6148,-4645,-4992,-5449,-4545,-5801,-4551,-4900,-5157,-6116,-6157,-7504
 "54033","Harrison, WV",5,CAINC4,72,"..."," Nonfarm proprietors' income","Thousands of dollars",20300,21915,22833,25025,26372,31212,36632,38032,52520,59597,56626,51436,50395,47985,51492,61142,61380,21171,34937,86326,76006,84667,104151,100818,102353,98133,106842,101832,110422,130915,138426,151311,171237,186281,195279,220822,375523,434711,316682,342112,254433,326245,398280,332052,327258,360707,300712,243563,232991,243714
 "54033","Harrison, WV",5,CAINC4,7010,"...","Total employment","Number of jobs",30860,30718,32562,33310,33225,33093,32139,32179,32445,33151,34508,33892,33305,32149,31630,32368,32164,31772,32034,31939,32181,32763,33271,33876,34737,36637,36742,38034,40505,41170,40657,40882,40834,41575,42117,42205,42500,42803,43107,43972,43849,44007,44676,45593,46076,46725,46417,46093,47065,48652
 "54033","Harrison, WV",5,CAINC4,7020,"..."," Wage and salary employment","Number of jobs",26587,26492,28232,29099,28826,28651,27683,27806,27930,28502,29888,29082,28388,27137,26266,27094,26951,26685,26657,26542,26745,27137,27563,28345,29121,30632,30381,31750,33802,34132,33943,34068,33929,34743,35200,35390,35413,35589,35491,36016,35940,35958,36703,37148,37717,38511,38167,38097,39139,40617
 "54033","Harrison, WV",5,CAINC4,7040,"..."," Proprietors employment","Number of jobs",4273,4226,4330,4211,4399,4442,4456,4373,4515,4649,4620,4810,4917,5012,5364,5274,5213,5087,5377,5397,5436,5626,5708,5531,5616,6005,6361,6284,6703,7038,6714,6814,6905,6832,6917,6815,7087,7214,7616,7956,7909,8049,7973,8445,8359,8214,8250,7996,7926,8035
 "54035","Jackson, WV",5,CAINC4,10,"...","Personal income (thousands of dollars)","Thousands of dollars",57983,61744,68664,74120,84905,97688,107513,125082,145132,167341,191329,215992,236847,224460,229000,247540,253905,262570,276798,298981,314570,331636,341712,387596,402723,437092,453736,470965,500216,533505,538303,566313,589025,604402,612824,639241,671651,734344,785980,846100,840796,790872,890583,939042,951528,984812,1003045,998736,1026308,1095057
 "54035","Jackson, WV",5,CAINC4,11,"..."," Nonfarm personal income 1/","Thousands of dollars",57501,61323,68193,73491,84133,97355,107449,125165,145151,167133,190597,216051,237612,225696,229499,247319,254069,262402,277847,300101,315197,332330,343074,387929,403428,437818,455888,473923,503273,536518,541608,567415,589510,606317,616335,641077,674154,739163,792008,850735,844875,794557,892164,939029,951209,985067,1002540,1000389,1027837,1097276
 "54035","Jackson, WV",5,CAINC4,12,"..."," Farm income 2/","Thousands of dollars",482,421,471,629,772,333,64,-83,-19,208,732,-59,-765,-1236,-499,221,-164,168,-1049,-1120,-627,-694,-1362,-333,-705,-726,-2152,-2958,-3057,-3013,-3305,-1102,-485,-1915,-3511,-1836,-2503,-4819,-6028,-4635,-4079,-3685,-1581,13,319,-255,505,-1653,-1529,-2219
 "54035","Jackson, WV",5,CAINC4,20,"...","Population (persons) 3/","Number of persons",21624,20855,20802,21335,21466,21643,22285,22801,23581,24041,24986,25912,26363,26287,26196,26229,26486,26024,25923,26029,25944,25946,25933,25982,26314,26487,26892,27112,27373,27663,27912,28061,28098,28270,28362,28676,28622,28877,29089,29101,29155,29234,29316,29280,29191,29131,29163,29181,28907,28706
 "54035","Jackson, WV",5,CAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",2681,2961,3301,3474,3955,4514,4824,5486,6155,6961,7657,8336,8984,8539,8742,9438,9586,10090,10678,11486,12125,12782,13177,14918,15305,16502,16873,17371,18274,19286,19286,20181,20963,21380,21607,22292,23466,25430,27020,29075,28839,27053,30379,32071,32597,33806,34394,34226,35504,38147
 "54035","Jackson, WV",5,CAINC4,35,"...","Earnings by place of work","Thousands of dollars",58245,62185,67306,67416,80120,93101,96523,116190,137633,160880,184273,205860,223492,171647,173816,193266,186749,186187,198779,222129,230469,227979,218663,263341,270664,308293,308621,312737,330627,354420,351588,368690,364745,366833,364710,381316,395966,423783,437083,450941,397282,389819,394762,433328,448697,456455,467781,462977,480721,1169041
 "54035","Jackson, WV",5,CAINC4,36,"...","Less: Contributions for government social insurance 5/","Thousands of dollars",4300,4637,5173,5299,7539,9191,9707,11683,13857,16970,19818,22335,26283,20991,21497,24606,23922,24662,26294,30248,31716,32016,31969,37509,40238,45157,46066,46955,48516,52862,52095,57088,55978,53180,55490,56697,58338,58222,56428,55451,51203,50307,45914,48610,56423,58260,60445,61965,63966,144673
